	Species	Diet	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26
Podoxymys_roraimae	Podoxymys_roraimae	1	-0.349414941	-0.10104215	-0.43028834	-0.005284826	-0.282887118	-0.040114724	-0.23531445	-0.012682885	-0.005591503	0.028270397	0.154493064	0.163739745	0.144981097	0.105663479	0.277100311	0.129769892	0.331290738	0.077649992	0.257901617	-0.026479744	0.317730086	-0.092209187	0.050848316	-0.093490475	-0.230848878	-0.133789514
Pseudoryzomys_simplex	Pseudoryzomys_simplex	1	-0.348723054	-0.108326755	-0.385237758	0.009174282	-0.264437275	-0.038168274	-0.212533298	0.020421619	-0.022424787	0.03336478	0.16950235	0.220170733	0.135814878	0.124482077	0.241346578	0.142516341	0.319107941	0.07331013	0.273309705	-0.028365136	0.332928879	-0.123740824	-0.009618866	-0.150982066	-0.229035294	-0.173856908
Rhagomys_longilingua	Rhagomys_longilingua	3	-0.318675593	-0.116970873	-0.373747405	-0.002890642	-0.267198055	-0.01070448	-0.222350425	0.032516578	-0.02854535	0.044818313	0.100585177	0.192290368	0.116018236	0.13842576	0.304156788	0.168785581	0.378275985	0.105688802	0.248046491	-0.077791084	0.296397866	-0.136417407	-5.64E-04	-0.153558292	-0.232399899	-0.184192624
Rheomys_raptor	Rheomys_raptor	3	-0.329500556	-0.125705008	-0.422391823	0.002648981	-0.265301811	-0.033926628	-0.23354454	-7.91E-04	-0.045600113	0.05277942	0.215122451	0.217603359	0.124033867	0.110314897	0.265313591	0.133530195	0.315922611	0.053687104	0.244850049	-0.031565576	0.316753367	-0.104623521	0.038253986	-0.117171861	-0.22391108	-0.15678001
Rhipidomys_latimanus	Rhipidomys_latimanus	2	-0.336214816	-0.120734066	-0.407017006	0.005100363	-0.265695958	-0.03208785	-0.220257184	0.02104873	-0.013500347	0.052095133	0.139007845	0.184989184	0.120593755	0.112743457	0.255543202	0.148306062	0.343332016	0.062761071	0.286004762	-0.037849208	0.316747603	-0.112115764	0.022016977	-0.120120984	-0.240560849	-0.164136128
Rhipidomys_leucodactylus	Rhipidomys_leucodactylus	2	-0.337154105	-0.114624427	-0.396613257	0.002263107	-0.26426473	-0.030474427	-0.215524461	0.026615072	-0.022180776	0.048588622	0.123803193	0.177055479	0.121484457	0.111997741	0.259372803	0.14694254	0.344227735	0.076385791	0.287351903	-0.035585978	0.329819573	-0.121266443	0.017906839	-0.123461118	-0.248229174	-0.164435961
Rhipidomys_macconnelli	Rhipidomys_macconnelli	2	-0.342623299	-0.109069589	-0.395620551	0.011876894	-0.263728854	-0.028402096	-0.216483304	0.035729659	-0.036887885	0.033550371	0.117321546	0.17348814	0.125394298	0.102997635	0.255393244	0.15210044	0.352962457	0.080177737	0.286924202	-0.026812595	0.327954071	-0.119839906	0.026837143	-0.135141599	-0.237443069	-0.170655088
Rhipidomys_macrurus	Rhipidomys_macrurus	2	-0.335111362	-0.118163591	-0.397394024	0.00797971	-0.260954976	-0.029284314	-0.218286543	0.020632528	-0.012977539	0.059518175	0.112606982	0.168845466	0.097278359	0.095623437	0.278694286	0.160450466	0.361619169	0.084541965	0.291627817	-0.049946733	0.318713318	-0.113189209	0.007607706	-0.125434422	-0.243423192	-0.161573477
Rhipidomys_mastacalis	Rhipidomys_mastacalis	2	-0.328628387	-0.122645366	-0.397291911	-3.90E-04	-0.266110017	-0.030117168	-0.219098278	0.026109449	-0.023939912	0.056366758	0.128563678	0.176458275	0.124474709	0.120268031	0.258061119	0.153141494	0.35657677	0.08027523	0.27309553	-0.044311079	0.317583569	-0.134000016	0.024842212	-0.114667713	-0.248129083	-0.166488254
Scapteromys_aquaticus	Scapteromys_aquaticus	3	-0.336003592	-0.110712935	-0.411662443	0.003185945	-0.272674749	-0.035321284	-0.23075506	0.004607654	-0.013458238	0.038934188	0.161293067	0.185662317	0.130256724	0.109693531	0.245872934	0.133480981	0.323064504	0.066088642	0.274907993	-0.035223861	0.350422133	-0.100916257	0.015222968	-0.112011424	-0.236486241	-0.147467498
Scapteromys_tumidus	Scapteromys_tumidus	3	-0.334331374	-0.110325203	-0.413778683	0.002003894	-0.271050809	-0.030674225	-0.228788006	0.010651294	-0.008265302	0.045935328	0.152131945	0.172571999	0.1258958	0.109834526	0.239894617	0.135127691	0.32909376	0.075927172	0.279291055	-0.026946829	0.35092533	-0.115485167	0.014354715	-0.11860581	-0.235373048	-0.150014671
Scolomys_melanops	Scolomys_melanops	2	-0.331331002	-0.11757627	-0.403811621	0.003397061	-0.258935698	-0.027968403	-0.193070398	0.047490832	-0.063114577	0.062989877	0.095497088	0.163738298	0.104538157	0.115295628	0.283742228	0.143132585	0.356915569	0.056729279	0.292053302	-0.019580171	0.327240102	-0.121482891	0.043072348	-0.13153802	-0.252795497	-0.174627804
Sigmodon_alstoni	Sigmodon_alstoni	1	-0.335901185	-0.111355736	-0.378900882	0.016444915	-0.271469985	-0.027386312	-0.225874391	0.017979099	-0.008446876	0.036343638	0.16868114	0.213738594	0.143233104	0.121686818	0.23882189	0.150354339	0.311635895	0.066469077	0.246268716	-0.026443635	0.359893953	-0.113938435	-0.00928074	-0.166677151	-0.238660638	-0.177215211
Sigmodon_arizonae	Sigmodon_arizonae	1	-0.348528153	-0.106183294	-0.391374786	0.01748351	-0.275521419	-0.033282348	-0.227251498	0.030325852	-0.011484728	0.032759882	0.17124327	0.225829921	0.144843091	0.100686209	0.229233309	0.13302577	0.314121276	0.067174873	0.259052422	-0.032541066	0.348301938	-0.094914156	0.007592535	-0.161274017	-0.220227255	-0.179091136
Sigmodon_fulviventer	Sigmodon_fulviventer	1	-0.334340078	-0.107924001	-0.393073348	0.010228332	-0.279747482	-0.022649979	-0.234336054	0.012699719	0.003755386	0.02659487	0.160368111	0.212528174	0.144554076	0.102014965	0.247581127	0.142999	0.326794229	0.077171113	0.259346138	-0.007543907	0.323710207	-0.117925004	0.010400169	-0.158509737	-0.235012481	-0.169683546
Sigmodon_hirsutus	Sigmodon_hirsutus	1	-0.342966485	-0.112315271	-0.390695275	0.015471653	-0.271000241	-0.033480227	-0.2216329	0.031676125	-0.008266632	0.040226426	0.182144945	0.22448379	0.139411219	0.113386902	0.226018287	0.135645046	0.305966561	0.062738981	0.255834689	-0.02047569	0.35052153	-0.113653679	0.005868431	-0.159027467	-0.231204129	-0.18467659
Sigmodon_hispidus	Sigmodon_hispidus	1	-0.334931553	-0.11554551	-0.389383252	0.009743669	-0.277326819	-0.031443665	-0.224377483	0.031862371	-0.010662857	0.038033667	0.184784724	0.223051801	0.146021971	0.125623859	0.228843948	0.140491453	0.301896242	0.06355906	0.249515834	-0.029251539	0.34376392	-0.119690185	0.020857617	-0.154963195	-0.239002289	-0.181471787
Sigmodon_leucotis	Sigmodon_leucotis	1	-0.342577874	-0.108855939	-0.397029973	0.014193715	-0.273706854	-0.029650993	-0.231462448	0.012541402	0.002563948	0.027377264	0.161002431	0.217122412	0.142377216	0.123514012	0.246627996	0.138205163	0.316644521	0.062612253	0.241404124	-0.036102427	0.345087439	-0.103182481	0.019897288	-0.147830775	-0.230827815	-0.169943606
Sigmodon_mascotensis	Sigmodon_mascotensis	1	-0.336272835	-0.114958726	-0.385838543	0.010740584	-0.270682555	-0.02842795	-0.22688719	0.019263435	-0.016258411	0.043418379	0.191108302	0.226925225	0.130296268	0.11784266	0.220679705	0.135173444	0.311459101	0.059470074	0.257897826	-0.023168655	0.353852023	-0.117755797	0.00918348	-0.154430924	-0.238537171	-0.174091747
Sigmodon_peruanus	Sigmodon_peruanus	1	-0.329851668	-0.109585809	-0.37771563	0.022916278	-0.276063311	-0.026867113	-0.228288607	0.026500488	-0.027684223	0.037617961	0.165465502	0.24155318	0.138674817	0.113710871	0.238044407	0.143533806	0.31443614	0.064554484	0.254738548	-0.032271276	0.34433418	-0.12110049	0.009613218	-0.171241004	-0.225703372	-0.189321377
Sigmodon_toltecus	Sigmodon_toltecus	1	-0.34470844	-0.1071003	-0.386029317	0.010678136	-0.270480164	-0.033950345	-0.223136654	0.024945724	-0.005576951	0.034603693	0.184058803	0.222498721	0.144190295	0.116346955	0.23234395	0.132780359	0.306937144	0.07223737	0.247132163	-0.022207698	0.350255016	-0.109880561	0.004974389	-0.161001527	-0.239960234	-0.179950527
Sigmodontomys_alfari	Sigmodontomys_alfari	2	-0.335396321	-0.124503594	-0.403475022	0.016438841	-0.256704022	-0.025519746	-0.210143738	0.020447063	-0.006755226	0.051020536	0.1485028	0.20312664	0.130204804	0.128213125	0.249584032	0.139299576	0.33334726	0.074343016	0.283230806	-0.028572874	0.312838012	-0.117754089	-0.010203126	-0.15718336	-0.235030259	-0.179355132
Sooretamys_angouya	Sooretamys_angouya	2	-0.322189721	-0.120893346	-0.399192409	0.017840744	-0.270857979	-0.028312989	-0.221308921	0.025468287	-0.020118831	0.04793892	0.126563159	0.181211563	0.128974827	0.127076473	0.260391199	0.148416389	0.335850786	0.072988197	0.280851163	-0.020525515	0.329181755	-0.13347282	0.00450333	-0.144616857	-0.23264836	-0.173119047
Thalpomys_lasiotis	Thalpomys_lasiotis	1	-0.368356104	-0.100478775	-0.414101234	-0.009570575	-0.256737996	-0.044052377	-0.211887947	0.013531322	-0.020713659	0.037164061	0.15281943	0.170788978	0.127019523	0.111453093	0.282298444	0.136730356	0.330099244	0.073527239	0.247697681	-0.024220143	0.331992626	-0.101228687	0.039947245	-0.112622789	-0.240077254	-0.151021702
Thaptomys_nigrita	Thaptomys_nigrita	3	-0.338830126	-0.119670426	-0.414711248	0.007128913	-0.261739063	-0.034325585	-0.212450435	0.014813374	-0.032358843	0.042702569	0.156271088	0.208286806	0.135082334	0.115082556	0.267030474	0.138268477	0.338826352	0.073161617	0.249057705	-0.0457353	0.321761469	-0.10813769	0.016404938	-0.129672959	-0.224344645	-0.161902353
Thomasomys_aureus	Thomasomys_aureus	1	-0.338088154	-0.112236898	-0.407276433	0.006589758	-0.265765694	-0.038355446	-0.22117607	0.024947787	-0.012708915	0.042695343	0.146133083	0.191490292	0.114517807	0.0958309	0.252828981	0.131319227	0.336383404	0.074217254	0.27898865	-0.026147307	0.345086253	-0.109613664	0.00734347	-0.121496491	-0.236266382	-0.159240753
Thomasomys_baeops	Thomasomys_baeops	1	-0.326625606	-0.125312641	-0.397752828	0.003895488	-0.270742049	-0.034202816	-0.215120941	0.028004376	-0.02849493	0.051012538	0.149879236	0.19678722	0.133397986	0.123040721	0.263523656	0.148228226	0.345601173	0.076825175	0.255548422	-0.052272684	0.31637879	-0.117695115	0.016290618	-0.126203442	-0.241883529	-0.172107045
Thomasomys_daphne	Thomasomys_daphne	1	-0.336760579	-0.119780617	-0.437052129	-0.009777819	-0.253459741	-0.031681041	-0.200046305	0.017331024	-0.017413628	0.048632762	0.142537653	0.187838531	0.123227008	0.103037729	0.278514483	0.139702638	0.345799178	0.080047367	0.255082614	-0.049679746	0.309754484	-0.103883441	0.039780919	-0.113923033	-0.249963956	-0.147864356
Thomasomys_gracilis	Thomasomys_gracilis	1	-0.33511287	-0.119130123	-0.412541349	-0.004670032	-0.269521318	-0.034606336	-0.216477711	0.017070951	-0.013013193	0.052223376	0.13573924	0.191306587	0.131660086	0.114737335	0.270122606	0.143212872	0.353708777	0.075172495	0.258114408	-0.046545523	0.314817641	-0.114242866	0.012007861	-0.118793641	-0.229504179	-0.155735095
Thomasomys_ischyrus	Thomasomys_ischyrus	1	-0.340847239	-0.112881019	-0.416302926	-0.001380627	-0.26427769	-0.042276729	-0.208269495	0.019142667	-0.020416751	0.050160979	0.134233811	0.180051933	0.113646572	0.101208957	0.273443625	0.131072957	0.347822238	0.067521264	0.273441624	-0.034835559	0.327770584	-0.097426906	0.030882888	-0.107099137	-0.251127241	-0.15325878
Thomasomys_notatus	Thomasomys_notatus	1	-0.339309791	-0.120498932	-0.397516473	-0.005063614	-0.264920368	-0.035600703	-0.208368527	0.023188128	-0.029558878	0.046832016	0.151489601	0.203378979	0.13501126	0.122248993	0.268564912	0.145212566	0.337576504	0.076364931	0.253564186	-0.042030268	0.31646318	-0.127626034	0.02241257	-0.119680497	-0.245408177	-0.166725565
Thomasomys_oreas	Thomasomys_oreas	1	-0.343635093	-0.115787843	-0.404444378	-0.008011921	-0.265693817	-0.038771744	-0.208229605	0.030317031	-0.022514161	0.050369311	0.138698504	0.192958704	0.124178058	0.120568655	0.264226971	0.143601581	0.345935243	0.072331335	0.265818014	-0.042479079	0.319613118	-0.123998213	0.020635306	-0.119922379	-0.234588159	-0.161175438
Transandinomys_bolivaris	Transandinomys_bolivaris	1	-0.323888111	-0.114667067	-0.391990313	0.010396026	-0.264741619	-0.028982622	-0.222013605	0.030041297	-0.040135545	0.038922833	0.140020552	0.182075619	0.122893056	0.137332272	0.253807895	0.143219443	0.35211746	0.074403107	0.290610271	-0.025730534	0.326969171	-0.128275978	-0.020908299	-0.139469482	-0.222740914	-0.179264913
Transandinomys_talamancae	Transandinomys_talamancae	1	-0.339397208	-0.113750645	-0.402461122	0.006235668	-0.26134169	-0.035882689	-0.209735371	0.029004063	-0.026684392	0.041172891	0.15072439	0.180517541	0.137431915	0.120616646	0.249366534	0.13501826	0.330700981	0.064814456	0.286930375	-0.010868961	0.334671835	-0.107651949	-0.00744304	-0.13702097	-0.242763205	-0.172204313
Wiedomys_pyrrhorhinos	Wiedomys_pyrrhorhinos	1	-0.338939928	-0.110947389	-0.397225718	0.006847036	-0.271057976	-0.038720033	-0.216454371	0.024529365	-0.017207143	0.041731373	0.147929722	0.167624428	0.134284938	0.12865435	0.269697817	0.161062722	0.336919516	0.088289772	0.24810128	-0.039813984	0.326061407	-0.122936413	0.01512239	-0.134639664	-0.237231934	-0.171681563
Zygodontomys_brevicauda	Zygodontomys_brevicauda	1	-0.342445133	-0.115689595	-0.40094761	0.008250238	-0.266867879	-0.039181665	-0.218825994	0.020557922	-0.019462123	0.039611378	0.185765983	0.205887242	0.138747402	0.122342752	0.240419986	0.13808918	0.312038445	0.058733071	0.265266311	-0.015142807	0.337952698	-0.114222537	-4.04E-04	-0.13660851	-0.231237789	-0.172626669
